,date,trial_end_date,h_clients_hk,Test_group,Prolongation_tariff,prolongation_date,price_payed,converted,,,,profi,1390,258,,,,,,,,
2 043,20.03.2026,20.03.2026,Client_id_2043,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 044,18.03.2026,18.03.2026,Client_id_2044,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 045,19.03.2026,19.03.2026,Client_id_2045,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 046,16.03.2026,16.03.2026,Client_id_2046,A,business,27.03.2026,2200,0,,,,,,,,,,,,,,
2 047,18.03.2026,18.03.2026,Client_id_2047,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 048,18.03.2026,18.03.2026,Client_id_2048,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 049,19.03.2026,19.03.2026,Client_id_2049,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 050,20.03.2026,20.03.2026,Client_id_2050,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 051,17.03.2026,17.03.2026,Client_id_2051,A,business_plus,29.03.2026,2700,0,,,,,,,,,,,,,,
2 052,20.03.2026,20.03.2026,Client_id_2052,A,profi,25.03.2026,1390,1,,,,,,,,,,,,,,
2 053,22.03.2026,22.03.2026,Client_id_2053,A,business,03.04.2026,2200,0,,,,,,,,,,,,,,
2 054,17.03.2026,17.03.2026,Client_id_2054,A,business,18.03.2026,2200,1,,,,,,,,,,,,,,
2 055,17.03.2026,17.03.2026,Client_id_2055,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 056,21.03.2026,21.03.2026,Client_id_2056,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 057,18.03.2026,18.03.2026,Client_id_2057,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 058,22.03.2026,22.03.2026,Client_id_2058,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 059,16.03.2026,16.03.2026,Client_id_2059,A,business,21.03.2026,2200,1,,,,,,,,,,,,,,
2 060,20.03.2026,20.03.2026,Client_id_2060,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 061,19.03.2026,19.03.2026,Client_id_2061,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 062,19.03.2026,19.03.2026,Client_id_2062,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 063,22.03.2026,22.03.2026,Client_id_2063,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 064,19.03.2026,19.03.2026,Client_id_2064,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 065,17.03.2026,17.03.2026,Client_id_2065,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 066,20.03.2026,20.03.2026,Client_id_2066,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 067,19.03.2026,19.03.2026,Client_id_2067,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 068,22.03.2026,22.03.2026,Client_id_2068,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
2 069,17.03.2026,17.03.2026,Client_id_2069,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 070,17.03.2026,17.03.2026,Client_id_2070,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 071,20.03.2026,20.03.2026,Client_id_2071,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 072,17.03.2026,17.03.2026,Client_id_2072,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
2 073,18.03.2026,18.03.2026,Client_id_2073,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 074,17.03.2026,17.03.2026,Client_id_2074,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 075,18.03.2026,18.03.2026,Client_id_2075,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 076,19.03.2026,19.03.2026,Client_id_2076,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 077,16.03.2026,16.03.2026,Client_id_2077,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
2 078,18.03.2026,18.03.2026,Client_id_2078,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 079,18.03.2026,18.03.2026,Client_id_2079,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 080,22.03.2026,22.03.2026,Client_id_2080,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
2 081,22.03.2026,22.03.2026,Client_id_2081,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 082,19.03.2026,19.03.2026,Client_id_2082,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 083,17.03.2026,17.03.2026,Client_id_2083,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 084,22.03.2026,22.03.2026,Client_id_2084,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 085,20.03.2026,20.03.2026,Client_id_2085,A,profi,03.04.2026,1390,0,,,,,,,,,,,,,,
2 086,17.03.2026,17.03.2026,Client_id_2086,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 087,20.03.2026,20.03.2026,Client_id_2087,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 088,16.03.2026,16.03.2026,Client_id_2088,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 089,17.03.2026,17.03.2026,Client_id_2089,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 090,21.03.2026,21.03.2026,Client_id_2090,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 091,17.03.2026,17.03.2026,Client_id_2091,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 092,22.03.2026,22.03.2026,Client_id_2092,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 093,16.03.2026,16.03.2026,Client_id_2093,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 094,18.03.2026,18.03.2026,Client_id_2094,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 095,21.03.2026,21.03.2026,Client_id_2095,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 096,19.03.2026,19.03.2026,Client_id_2096,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 097,22.03.2026,22.03.2026,Client_id_2097,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 098,21.03.2026,21.03.2026,Client_id_2098,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 099,18.03.2026,18.03.2026,Client_id_2099,A,profi,28.03.2026,1390,1,,,,,,,,,,,,,,
2 100,20.03.2026,20.03.2026,Client_id_2100,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 101,18.03.2026,18.03.2026,Client_id_2101,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 102,22.03.2026,22.03.2026,Client_id_2102,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 103,19.03.2026,19.03.2026,Client_id_2103,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 104,20.03.2026,20.03.2026,Client_id_2104,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 105,16.03.2026,16.03.2026,Client_id_2105,A,profi,28.03.2026,1390,0,,,,,,,,,,,,,,
2 106,20.03.2026,20.03.2026,Client_id_2106,A,business_plus,24.03.2026,2700,1,,,,,,,,,,,,,,
2 107,18.03.2026,18.03.2026,Client_id_2107,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 108,18.03.2026,18.03.2026,Client_id_2108,A,business,31.03.2026,2200,0,,,,,,,,,,,,,,
2 109,16.03.2026,16.03.2026,Client_id_2109,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 110,17.03.2026,17.03.2026,Client_id_2110,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 111,17.03.2026,17.03.2026,Client_id_2111,A,profi,17.03.2026,1390,1,,,,,,,,,,,,,,
2 112,21.03.2026,21.03.2026,Client_id_2112,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 113,16.03.2026,16.03.2026,Client_id_2113,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
2 114,19.03.2026,19.03.2026,Client_id_2114,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 115,16.03.2026,16.03.2026,Client_id_2115,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 116,20.03.2026,20.03.2026,Client_id_2116,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 117,18.03.2026,18.03.2026,Client_id_2117,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 118,19.03.2026,19.03.2026,Client_id_2118,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 119,18.03.2026,18.03.2026,Client_id_2119,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 120,19.03.2026,19.03.2026,Client_id_2120,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 121,19.03.2026,19.03.2026,Client_id_2121,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 122,22.03.2026,22.03.2026,Client_id_2122,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 123,18.03.2026,18.03.2026,Client_id_2123,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 124,21.03.2026,21.03.2026,Client_id_2124,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 125,22.03.2026,22.03.2026,Client_id_2125,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 126,16.03.2026,16.03.2026,Client_id_2126,A,profi,23.03.2026,1390,1,,,,,,,,,,,,,,
2 127,18.03.2026,18.03.2026,Client_id_2127,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 128,18.03.2026,18.03.2026,Client_id_2128,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
2 129,18.03.2026,18.03.2026,Client_id_2129,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
2 130,18.03.2026,18.03.2026,Client_id_2130,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 131,18.03.2026,18.03.2026,Client_id_2131,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 132,21.03.2026,21.03.2026,Client_id_2132,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 133,18.03.2026,18.03.2026,Client_id_2133,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 134,16.03.2026,16.03.2026,Client_id_2134,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 135,19.03.2026,19.03.2026,Client_id_2135,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 136,17.03.2026,17.03.2026,Client_id_2136,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 137,16.03.2026,16.03.2026,Client_id_2137,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 138,18.03.2026,18.03.2026,Client_id_2138,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 139,18.03.2026,18.03.2026,Client_id_2139,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 140,19.03.2026,19.03.2026,Client_id_2140,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 141,16.03.2026,16.03.2026,Client_id_2141,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
2 142,21.03.2026,21.03.2026,Client_id_2142,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 143,22.03.2026,22.03.2026,Client_id_2143,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 144,21.03.2026,21.03.2026,Client_id_2144,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
2 145,19.03.2026,19.03.2026,Client_id_2145,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 146,16.03.2026,16.03.2026,Client_id_2146,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 147,20.03.2026,20.03.2026,Client_id_2147,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
2 148,19.03.2026,19.03.2026,Client_id_2148,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 149,22.03.2026,22.03.2026,Client_id_2149,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 150,21.03.2026,21.03.2026,Client_id_2150,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 151,18.03.2026,18.03.2026,Client_id_2151,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 152,22.03.2026,22.03.2026,Client_id_2152,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 153,18.03.2026,18.03.2026,Client_id_2153,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
2 154,19.03.2026,19.03.2026,Client_id_2154,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 155,17.03.2026,17.03.2026,Client_id_2155,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 156,16.03.2026,16.03.2026,Client_id_2156,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
2 157,20.03.2026,20.03.2026,Client_id_2157,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 158,22.03.2026,22.03.2026,Client_id_2158,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 159,18.03.2026,18.03.2026,Client_id_2159,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 160,18.03.2026,18.03.2026,Client_id_2160,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 161,21.03.2026,21.03.2026,Client_id_2161,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 162,20.03.2026,20.03.2026,Client_id_2162,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 163,22.03.2026,22.03.2026,Client_id_2163,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 164,18.03.2026,18.03.2026,Client_id_2164,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 165,17.03.2026,17.03.2026,Client_id_2165,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 166,20.03.2026,20.03.2026,Client_id_2166,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 167,18.03.2026,18.03.2026,Client_id_2167,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 168,16.03.2026,16.03.2026,Client_id_2168,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 169,22.03.2026,22.03.2026,Client_id_2169,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 170,22.03.2026,22.03.2026,Client_id_2170,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 171,17.03.2026,17.03.2026,Client_id_2171,A,business,21.03.2026,2200,1,,,,,,,,,,,,,,
2 172,19.03.2026,19.03.2026,Client_id_2172,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 173,20.03.2026,20.03.2026,Client_id_2173,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 174,21.03.2026,21.03.2026,Client_id_2174,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 175,16.03.2026,16.03.2026,Client_id_2175,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 176,22.03.2026,22.03.2026,Client_id_2176,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 177,22.03.2026,22.03.2026,Client_id_2177,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 178,19.03.2026,19.03.2026,Client_id_2178,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 179,22.03.2026,22.03.2026,Client_id_2179,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 180,20.03.2026,20.03.2026,Client_id_2180,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 181,19.03.2026,19.03.2026,Client_id_2181,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 182,17.03.2026,17.03.2026,Client_id_2182,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 183,21.03.2026,21.03.2026,Client_id_2183,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 184,19.03.2026,19.03.2026,Client_id_2184,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 185,18.03.2026,18.03.2026,Client_id_2185,A,profi,20.03.2026,1390,1,,,,,,,,,,,,,,
2 186,16.03.2026,16.03.2026,Client_id_2186,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 187,18.03.2026,18.03.2026,Client_id_2187,A,business_plus,28.03.2026,2700,1,,,,,,,,,,,,,,
2 188,16.03.2026,16.03.2026,Client_id_2188,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 189,20.03.2026,20.03.2026,Client_id_2189,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 190,20.03.2026,20.03.2026,Client_id_2190,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 191,16.03.2026,16.03.2026,Client_id_2191,A,business_plus,24.03.2026,2700,1,,,,,,,,,,,,,,
2 192,16.03.2026,16.03.2026,Client_id_2192,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 193,20.03.2026,20.03.2026,Client_id_2193,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 194,17.03.2026,17.03.2026,Client_id_2194,A,business,17.03.2026,2200,1,,,,,,,,,,,,,,
2 195,22.03.2026,22.03.2026,Client_id_2195,A,0,05.04.2026,0,0,,,,,,,,,,,,,,
2 196,17.03.2026,17.03.2026,Client_id_2196,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 197,18.03.2026,18.03.2026,Client_id_2197,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 198,16.03.2026,16.03.2026,Client_id_2198,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 199,18.03.2026,18.03.2026,Client_id_2199,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 200,22.03.2026,22.03.2026,Client_id_2200,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 201,17.03.2026,17.03.2026,Client_id_2201,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 202,17.03.2026,17.03.2026,Client_id_2202,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 203,19.03.2026,19.03.2026,Client_id_2203,A,profi,21.03.2026,1390,1,,,,,,,,,,,,,,
2 204,22.03.2026,22.03.2026,Client_id_2204,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 205,17.03.2026,17.03.2026,Client_id_2205,A,business,28.03.2026,2200,0,,,,,,,,,,,,,,
2 206,17.03.2026,17.03.2026,Client_id_2206,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 207,17.03.2026,17.03.2026,Client_id_2207,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 208,16.03.2026,16.03.2026,Client_id_2208,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
2 209,22.03.2026,22.03.2026,Client_id_2209,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
2 210,20.03.2026,20.03.2026,Client_id_2210,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 211,21.03.2026,21.03.2026,Client_id_2211,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 212,16.03.2026,16.03.2026,Client_id_2212,A,profi,30.03.2026,1390,0,,,,,,,,,,,,,,
2 213,22.03.2026,22.03.2026,Client_id_2213,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 214,22.03.2026,22.03.2026,Client_id_2214,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 215,18.03.2026,18.03.2026,Client_id_2215,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 216,20.03.2026,20.03.2026,Client_id_2216,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 217,19.03.2026,19.03.2026,Client_id_2217,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 218,22.03.2026,22.03.2026,Client_id_2218,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 219,22.03.2026,22.03.2026,Client_id_2219,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 220,21.03.2026,21.03.2026,Client_id_2220,A,profi,22.03.2026,1390,1,,,,,,,,,,,,,,
2 221,18.03.2026,18.03.2026,Client_id_2221,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 222,16.03.2026,16.03.2026,Client_id_2222,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 223,20.03.2026,20.03.2026,Client_id_2223,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 224,21.03.2026,21.03.2026,Client_id_2224,A,0,25.03.2026,0,0,,,,,,,,,,,,,,
2 225,22.03.2026,22.03.2026,Client_id_2225,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 226,18.03.2026,18.03.2026,Client_id_2226,A,profi,25.03.2026,1390,1,,,,,,,,,,,,,,
2 227,20.03.2026,20.03.2026,Client_id_2227,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 228,18.03.2026,18.03.2026,Client_id_2228,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 229,21.03.2026,21.03.2026,Client_id_2229,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 230,17.03.2026,17.03.2026,Client_id_2230,A,profi,19.03.2026,1390,1,,,,,,,,,,,,,,
2 231,20.03.2026,20.03.2026,Client_id_2231,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 232,17.03.2026,17.03.2026,Client_id_2232,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 233,22.03.2026,22.03.2026,Client_id_2233,A,profi,31.03.2026,1390,1,,,,,,,,,,,,,,
2 234,18.03.2026,18.03.2026,Client_id_2234,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 235,20.03.2026,20.03.2026,Client_id_2235,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 236,19.03.2026,19.03.2026,Client_id_2236,A,profi,19.03.2026,1390,1,,,,,,,,,,,,,,
2 237,18.03.2026,18.03.2026,Client_id_2237,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 238,20.03.2026,20.03.2026,Client_id_2238,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 239,20.03.2026,20.03.2026,Client_id_2239,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 240,19.03.2026,19.03.2026,Client_id_2240,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 241,16.03.2026,16.03.2026,Client_id_2241,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
2 242,16.03.2026,16.03.2026,Client_id_2242,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 243,18.03.2026,18.03.2026,Client_id_2243,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 244,22.03.2026,22.03.2026,Client_id_2244,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 245,22.03.2026,22.03.2026,Client_id_2245,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 246,22.03.2026,22.03.2026,Client_id_2246,A,0,01.04.2026,0,0,,,,,,,,,,,,,,
2 247,16.03.2026,16.03.2026,Client_id_2247,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 248,16.03.2026,16.03.2026,Client_id_2248,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 249,22.03.2026,22.03.2026,Client_id_2249,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 250,16.03.2026,16.03.2026,Client_id_2250,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 251,19.03.2026,19.03.2026,Client_id_2251,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 252,20.03.2026,20.03.2026,Client_id_2252,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 253,21.03.2026,21.03.2026,Client_id_2253,A,0,30.03.2026,0,0,,,,,,,,,,,,,,
2 254,22.03.2026,22.03.2026,Client_id_2254,A,0,04.04.2026,0,0,,,,,,,,,,,,,,
2 255,17.03.2026,17.03.2026,Client_id_2255,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 256,19.03.2026,19.03.2026,Client_id_2256,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 257,18.03.2026,18.03.2026,Client_id_2257,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 258,16.03.2026,16.03.2026,Client_id_2258,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 259,16.03.2026,16.03.2026,Client_id_2259,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 260,22.03.2026,22.03.2026,Client_id_2260,A,0,02.04.2026,0,0,,,,,,,,,,,,,,
2 261,20.03.2026,20.03.2026,Client_id_2261,A,0,24.03.2026,0,0,,,,,,,,,,,,,,
2 262,17.03.2026,17.03.2026,Client_id_2262,A,0,23.03.2026,0,0,,,,,,,,,,,,,,
2 263,17.03.2026,17.03.2026,Client_id_2263,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 264,20.03.2026,20.03.2026,Client_id_2264,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 265,18.03.2026,18.03.2026,Client_id_2265,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 266,18.03.2026,18.03.2026,Client_id_2266,A,profi,30.03.2026,1390,0,,,,,,,,,,,,,,
2 267,16.03.2026,16.03.2026,Client_id_2267,A,0,19.03.2026,0,0,,,,,,,,,,,,,,
2 268,22.03.2026,22.03.2026,Client_id_2268,A,profi,23.03.2026,1390,1,,,,,,,,,,,,,,
2 269,18.03.2026,18.03.2026,Client_id_2269,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 270,17.03.2026,17.03.2026,Client_id_2270,A,profi,24.03.2026,1390,1,,,,,,,,,,,,,,
2 271,18.03.2026,18.03.2026,Client_id_2271,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 272,18.03.2026,18.03.2026,Client_id_2272,A,business_plus,24.03.2026,2700,1,,,,,,,,,,,,,,
2 273,22.03.2026,22.03.2026,Client_id_2273,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 274,17.03.2026,17.03.2026,Client_id_2274,A,0,20.03.2026,0,0,,,,,,,,,,,,,,
2 275,17.03.2026,17.03.2026,Client_id_2275,A,0,17.03.2026,0,0,,,,,,,,,,,,,,
2 276,17.03.2026,17.03.2026,Client_id_2276,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 277,21.03.2026,21.03.2026,Client_id_2277,A,0,22.03.2026,0,0,,,,,,,,,,,,,,
2 278,22.03.2026,22.03.2026,Client_id_2278,A,0,28.03.2026,0,0,,,,,,,,,,,,,,
2 279,17.03.2026,17.03.2026,Client_id_2279,A,0,31.03.2026,0,0,,,,,,,,,,,,,,
2 280,20.03.2026,20.03.2026,Client_id_2280,A,profi,28.03.2026,1390,1,,,,,,,,,,,,,,
2 281,18.03.2026,18.03.2026,Client_id_2281,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 282,21.03.2026,21.03.2026,Client_id_2282,A,0,03.04.2026,0,0,,,,,,,,,,,,,,
2 283,18.03.2026,18.03.2026,Client_id_2283,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
2 284,16.03.2026,16.03.2026,Client_id_2284,A,0,26.03.2026,0,0,,,,,,,,,,,,,,
2 285,20.03.2026,20.03.2026,Client_id_2285,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 286,18.03.2026,18.03.2026,Client_id_2286,A,profi,30.03.2026,1390,0,,,,,,,,,,,,,,
2 287,17.03.2026,17.03.2026,Client_id_2287,A,0,27.03.2026,0,0,,,,,,,,,,,,,,
2 288,18.03.2026,18.03.2026,Client_id_2288,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 289,19.03.2026,19.03.2026,Client_id_2289,A,0,21.03.2026,0,0,,,,,,,,,,,,,,
2 290,16.03.2026,16.03.2026,Client_id_2290,A,0,18.03.2026,0,0,,,,,,,,,,,,,,
2 291,20.03.2026,20.03.2026,Client_id_2291,A,0,29.03.2026,0,0,,,,,,,,,,,,,,
2 292,16.03.2026,16.03.2026,Client_id_2292,A,0,16.03.2026,0,0,,,,,,,,,,,,,,
2 293,17.03.2026,17.03.2026,Client_id_2293,A,business_plus,30.03.2026,2700,0,,,,,,,,,,,,,,
